"","Site","Detail","Depth","EstSalt","Estuary","Info","rich","shannon","sampleID","Salinity_ppt_all","Conductivity_uS_cm","CH4_pw_air_ppmv","CH4_ug_m2_h","N2O_ug_m2_h","CO2_ug_m2_h","NEE_mgC_m2_m","GEP_mgC_m2_m","PAR_uE_m2_s","CH4_pot_umol_gdw_h","CO2_pot_umol_gdw_h","Cl_mgL","SO4_mgL","NH4_mgL","NO3_mgL","pH","PO4_mgL","Fe_mgL","Acetate_mgL","TotalVFA_uM","SR_umol_cm3_d","AMG_umol_cm3_d","TOC_mgL","TN_mgL","Br_mgL","DIN_mgL","DON_mgL","DOC_mgL","DIC_mgL","Na_mgL","K_mgL","Ca_mgL","Mn_mgL","Mg_mgL","Cu_mgL","Zn_mgL","sed_pH","sed_NH4_mgL","sed_NO3_mgL","sed_PO4_mgL","sed_Cl_mgL","sed_SO4_mgL","sed_per_C","sed_per_N","sed_CN","sed_per_org","sed_per_inorg","sed_Bulk_dens","sed_Fe_mgL","sed_Mn_mgL","sed_Cu_mgL","sed_Zn_mgL","N2_umol_m2_h","SOD_umol_m2_h","NO3_umol_m2_h","NH4_umol_m2_h","SRP_umol_m2_h","DON_umol_m2_h","Porosity","Salt","Field","Exp","Estuary2","ExpEstSalt","Estuary3","Est3Salt","MG_MT"
"Ran_d1_Rcc_e40_1","Soil mesocosm","TFM1@TFM2-40cm","0-5","Delaware_Freshwater","Delaware","TFM1@TFM2-40cm",4600,6.78351726389174,"Ran_d1_Rcc_e40_1",0.0963426236670281,NA,NA,48520.4562011347,-22.6277747472216,NA,NA,NA,NA,NA,NA,96.3426236670281,7.84523270451762,0.741257377617859,NA,NA,1.00212084622248,23.4763837517824,2.18019813827224,99.9436248215203,3.84397309382621e-06,0.00397025684152392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.607,"Freshwater","Lab","Field","Delaware",NA,"DE Field","DE Field_Freshwater",0.0708154506437768
"Ran_d1_Rcc_e40_2","Soil mesocosm","TFM1@TFM2-40cm","0-5","Delaware_Freshwater","Delaware","TFM1@TFM2-40cm",5142,7.07418017890034,"Ran_d1_Rcc_e40_2",0.130817688607455,NA,NA,11587.4802508935,-49.269210739488,NA,NA,NA,NA,NA,NA,130.817688607455,93.1948433960699,0.736441190152934,NA,NA,1.62010073034466,0.723878403207933,0,0,3.17819866178269e-05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.704675,"Freshwater","Lab","Field","Delaware",NA,"DE Field","DE Field_Freshwater",0.0657954033348355
"Ran_d1_Sal_e40_1","Soil mesocosm","TFM1@OligoHal-40cm","0-5","Delaware_Oligohaline","Delaware","TFM1@OligoHal-40cm",4346,6.71530657862382,"Ran_d1_Sal_e40_1",1.46115279471001,NA,NA,41313.5041733908,-1.96354100947397e-13,NA,NA,NA,NA,NA,NA,1461.15279471001,15.4178101329716,4.5191200661139,NA,NA,17.6493647996089,36.4156647163867,5.39273126728866,508.177583546897,0.0984084781075353,0.0104249065108359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.627075,"Oligohaline","Lab","Field","Delaware",NA,"DE Field","DE Field_Oligohaline",0.0636168691922802
"Ran_d1_Sal_e40_2","Soil mesocosm","TFM1@OligoHal-40cm","0-5","Delaware_Oligohaline","Delaware","TFM1@OligoHal-40cm",4340,6.39630435809559,"Ran_d1_Sal_e40_2",1.47714210500872,NA,NA,20050.086382837,160.918565029385,NA,NA,NA,NA,NA,NA,1477.14210500872,4.94901377798728,7.25332662376972,NA,NA,150.472853024912,55.2635949358081,30.9392219387501,1814.92884737162,0.0374002369662245,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.70325,"Oligohaline","Lab","Field","Delaware",NA,"DE Field","DE Field_Oligohaline",0.0427606901725431
"Ran_d2_Rcc_e40_1","Soil mesocosm","TFM1@TFM2-40cm","5-15","Delaware_Freshwater","Delaware","TFM1@TFM2-40cm",4692,6.97434533700862,"Ran_d2_Rcc_e40_1",0.183330738913517,NA,NA,48520.4562011347,-22.6277747472216,NA,NA,NA,NA,NA,NA,183.330738913517,2.72071197882285,1.00864035328767,NA,NA,0.710657011678166,132.286350274514,28.74951044925,1462.22222703472,0.00699046649891637,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66075,"Freshwater","Lab","Field","Delaware",NA,"DE Field","DE Field_Freshwater",0.262331838565022
"Ran_d2_Rcc_e40_2","Soil mesocosm","TFM1@TFM2-40cm","5-15","Delaware_Freshwater","Delaware","TFM1@TFM2-40cm",4748,7.18122980849105,"Ran_d2_Rcc_e40_2",0.132489023560019,NA,NA,11587.4802508935,-49.269210739488,NA,NA,NA,NA,NA,NA,132.489023560019,26.9423543102795,0.204063387019777,NA,NA,1.62010073034466,18.1286575787617,4.53098804678725,160.779054355372,0.00028090665737573,0.000469191468746077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.773775,"Freshwater","Lab","Field","Delaware",NA,"DE Field","DE Field_Freshwater",0.0352422907488987
"Ran_d2_Sal_e40_1","Soil mesocosm","TFM1@OligoHal-40cm","5-15","Delaware_Oligohaline","Delaware","TFM1@OligoHal-40cm",4554,7.01115262902407,"Ran_d2_Sal_e40_1",1.04534281606488,NA,NA,41313.5041733908,-1.96354100947397e-13,NA,NA,NA,NA,NA,NA,1045.34281606488,21.9003205326794,0.974139324168985,NA,NA,472.998677240947,263.101035646126,380.019427920398,46460.1308865061,0.0524336860518964,0.922117018398395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.756,"Oligohaline","Lab","Field","Delaware",NA,"DE Field","DE Field_Oligohaline",0.576923076923077
"Ran_d2_Sal_e40_2","Soil mesocosm","TFM1@OligoHal-40cm","5-15","Delaware_Oligohaline","Delaware","TFM1@OligoHal-40cm",4309,6.75196814817552,"Ran_d2_Sal_e40_2",1.54155794740843,NA,NA,20050.086382837,160.918565029385,NA,NA,NA,NA,NA,NA,1541.55794740843,6.0113485590232,4.56224635251226,NA,NA,3.24312342860192,68.2811491467026,85.4460852808711,4443.92302491009,0.0195561848598844,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.732975,"Oligohaline","Lab","Field","Delaware",NA,"DE Field","DE Field_Oligohaline",0.12981298129813
"TS_FW_d1_12_1","Soil incubation","Freshwater 12wk","0-5","Delaware_Freshwater","Delaware","Freshwater 12wk",4753,7.11229242424512,"TS_FW_d1_12_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","Lab","Lab","Delaware",NA,"DE Lab","DE Lab_Freshwater",0.157187176835574
"TS_FW_d1_12_2","Soil incubation","Freshwater 12wk","0-5","Delaware_Freshwater","Delaware","Freshwater 12wk",1519,4.97624590666258,"TS_FW_d1_12_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","Lab","Lab","Delaware",NA,"DE Lab","DE Lab_Freshwater",0.290322580645161
"TS_FW_d2_12_1","Soil incubation","Freshwater 12wk","5-15","Delaware_Freshwater","Delaware","Freshwater 12wk",4143,6.43962874346346,"TS_FW_d2_12_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","Lab","Lab","Delaware",NA,"DE Lab","DE Lab_Freshwater",12.3825503355705
"TS_FW_d2_12_2","Soil incubation","Freshwater 12wk","5-15","Delaware_Freshwater","Delaware","Freshwater 12wk",1912,5.30099356511373,"TS_FW_d2_12_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","Lab","Lab","Delaware",NA,"DE Lab","DE Lab_Freshwater",0.5
"TS_SW_d1_12_1","Soil incubation","5 ppt ASW 12wk","0-5","Delaware_Oligohaline","Delaware","5 ppt ASW 12wk",3620,6.51652812382591,"TS_SW_d1_12_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oligohaline","Lab","Lab","Delaware",NA,"DE Lab","DE Lab_Oligohaline",0.066925315227934
"TS_SW_d1_12_2","Soil incubation","5 ppt ASW 12wk","0-5","Delaware_Oligohaline","Delaware","5 ppt ASW 12wk",4732,7.12824218331235,"TS_SW_d1_12_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oligohaline","Lab","Lab","Delaware",NA,"DE Lab","DE Lab_Oligohaline",0.110967741935484
"TS_SW_d2_12_1","Soil incubation","5 ppt ASW 12wk","5-15","Delaware_Oligohaline","Delaware","5 ppt ASW 12wk",4641,7.02742641690118,"TS_SW_d2_12_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oligohaline","Lab","Lab","Delaware",NA,"DE Lab","DE Lab_Oligohaline",0.898520084566596
"TS_SW_d2_12_2","Soil incubation","5 ppt ASW 12wk","5-15","Delaware_Oligohaline","Delaware","5 ppt ASW 12wk",4173,6.35317343519045,"TS_SW_d2_12_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oligohaline","Lab","Lab","Delaware",NA,"DE Lab","DE Lab_Oligohaline",0.954918032786885
"Alt_d1_Ctrl_10T","Soil Field plots","Control","0-5","Waccamaw_Freshwater","Waccamaw","Control",6064,7.56639990946669,"Alt_d1_Ctrl_10T",NA,NA,NA,7191.57298616313,NA,161865.575970394,3.60096516571906,6.32952995195882,1380.72727272727,0.225081035,0.791453265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.4299400699986,2.56020563847631,13.4481718456205,70.8232277094543,29.1767722905457,NA,NA,NA,NA,NA,93.5156310420468,719.5136011568,5.40876593099161,10.4978018562103,-1.01075937308853,-66.5304853679115,NA,"Freshwater","Field","Field","Waccamaw",NA,"Waccamaw","Waccamaw_Freshwater",0.133644859813084
"Alt_d1_Ctrl_15T","Soil Field plots","Control","0-5","Waccamaw_Freshwater","Waccamaw","Control",5653,7.38543576782005,"Alt_d1_Ctrl_15T",NA,NA,NA,7671.57859161967,NA,174289.806230604,3.08282204975337,6.10714582196474,1259.8,0.210845877,2.488109042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.257010780856,2.79676703361853,13.679012345679,77.3272699649475,22.6727300350525,NA,NA,NA,NA,NA,88.7972960205288,691.529172158297,11.670145210711,4.10320174075225,-0.469281137505389,-49.0785558861406,NA,"Freshwater","Field","Field","Waccamaw",NA,"Waccamaw","Waccamaw_Freshwater",0.050656660412758
"Alt_d1_Ctrl_3T","Soil Field plots","Control","0-5","Waccamaw_Freshwater","Waccamaw","Control",6480,7.57485615662309,"Alt_d1_Ctrl_3T",NA,NA,NA,5181.31868013336,NA,95521.9557721805,4.45730602816074,6.15921298063169,998.075,0.006627075,0.711318681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.1147317391324,2.25048996823822,14.7144542772861,70.2471927678351,29.7528072321649,NA,NA,NA,NA,NA,50.5682077732595,477.384474848792,12.6026910608819,0.346374172920644,-0.210574869393444,-0.959190017318679,NA,"Freshwater","Field","Field","Waccamaw",NA,"Waccamaw","Waccamaw_Freshwater",0.496360989810772
"Alt_d1_Ctrl_5T","Soil Field plots","Control","0-5","Waccamaw_Freshwater","Waccamaw","Control",6623,7.66338338523137,"Alt_d1_Ctrl_5T",NA,NA,NA,2759.92454329085,NA,112040.791330498,3.20388311197979,5.07277461135278,871.571428571429,0.210871976,0.865150459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5531621971499,2.46238382736807,13.6262924667651,72.5058288472573,27.4941711527427,NA,NA,NA,NA,NA,101.736941035533,674.526654804698,4.47622008082064,-1.10573293663129,-0.270739117791571,-16.6925707180603,NA,"Freshwater","Field","Field","Waccamaw",NA,"Waccamaw","Waccamaw_Freshwater",0.106617647058824
"Alt_d1_Ctrl_9T","Soil Field plots","Control","0-5","Waccamaw_Freshwater","Waccamaw","Control",6089,7.52409210731,"Alt_d1_Ctrl_9T",NA,NA,NA,11870.792243265,NA,191351.26539456,5.94089256552426,9.03142565129727,1372.25,0.015826525,0.602427973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.4213957250475,2.09567985717109,14.0390697674419,65.006421038644,34.993578961356,NA,NA,NA,NA,NA,81.3568577608072,580.496252209459,2.74434921621742,-3.47706381278032,-0.0601642483981271,14.0547981704339,NA,"Freshwater","Field","Field","Waccamaw",NA,"Waccamaw","Waccamaw_Freshwater",0.0824074074074074
"Alt_d1_FW_11T","Soil Field plots","Freshwater amended","0-5","Waccamaw_Freshwater","Waccamaw","Freshwater amended",5453,7.3167391208022,"Alt_d1_FW_11T",NA,NA,NA,11166.325073161,NA,245631.713982621,8.08071921417977,12.2758536481153,1318.10526315789,0.204888173,0.875898083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.8006398343863,2.58490164748357,13.4630421502749,69.1772167937298,30.8227832062702,NA,NA,NA,NA,NA,74.2353404770836,491.173238784439,2.11821128824548,-4.10320174075225,-1.11303859536535,-11.3370931213642,NA,"Freshwater","Lab","Field","Waccamaw",NA,"Waccamaw","Waccamaw_Freshwater",0.141025641025641
"Alt_d1_FW_14T","Soil Field plots","Freshwater amended","0-5","Waccamaw_Freshwater","Waccamaw","Freshwater amended",4773,7.19082459889227,"Alt_d1_FW_14T",NA,NA,NA,8340.84034858992,NA,164685.680812918,7.99214405011036,10.7487601494711,1317.15384615385,0.822272258,4.390714957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3092484576969,2.46782965184622,13.497385620915,70.3414524308606,29.6585475691394,NA,NA,NA,NA,NA,35.187363339665,351.951736135987,2.37133087614903,-0.0799325014432268,-0.15642704583513,-67.5696078866734,NA,"Freshwater","Lab","Field","Waccamaw",NA,"Waccamaw","Waccamaw_Freshwater",0.165137614678899
"Alt_d1_FW_1T","Soil Field plots","Freshwater amended","0-5","Waccamaw_Freshwater","Waccamaw","Freshwater amended",5356,7.32333039876329,"Alt_d1_FW_1T",NA,NA,NA,3451.87119489991,NA,136440.776279682,5.21492559376412,7.48032597930729,1107.37916666667,0.213693016,0.90610956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.2426348502092,2.24321580914366,15.2649757150567,75.8835482582104,24.1164517417896,NA,NA,NA,NA,NA,28.7888943458033,290.600480071747,1.54536169456903,1.42546294240419,-0.312854091670259,14.347884009059,NA,"Freshwater","Lab","Field","Waccamaw",NA,"Waccamaw","Waccamaw_Freshwater",0.106086956521739
"Alt_d1_FW_4T","Soil Field plots","Freshwater amended","0-5","Waccamaw_Freshwater","Waccamaw","Freshwater amended",5314,7.44869979475282,"Alt_d1_FW_4T",NA,NA,NA,14428.3420054145,NA,153676.930590297,7.03730378177734,9.7683838410735,1071.68421052632,0.366931267,2.101440647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.1863729572223,2.55987486195848,13.7453488372093,74.7224335999445,25.2775664000555,NA,NA,NA,NA,NA,83.1827799170587,462.489760650768,4.74266175229806,-2.19814378968871,0.62570818334052,22.7674408277455,NA,"Freshwater","Lab","Field","Waccamaw",NA,"Waccamaw","Waccamaw_Freshwater",0.0494958753437214
"Alt_d1_FW_7T","Soil Field plots","Freshwater amended","0-5","Waccamaw_Freshwater","Waccamaw","Freshwater amended",4804,7.11736576241845,"Alt_d1_FW_7T",NA,NA,NA,3049.90643251844,NA,181301.996894178,5.16414039155167,8.36407853559362,1358.45,0.788356389,5.094389399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.8841017015857,2.37840064924516,13.826140567201,72.2993032994638,27.7006967005362,NA,NA,NA,NA,NA,92.1972179491513,396.49015143051,5.80842843820774,0.706070429415159,0.379034764908199,34.7839602113771,NA,"Freshwater","Lab","Field","Waccamaw",NA,"Waccamaw","Waccamaw_Freshwater",0.276381909547739
"Alt_d1_SAL_12T","Soil Field plots","Saltwater amended","0-5","Waccamaw_Oligohaline","Waccamaw","Saltwater amended",4128,6.75005751138022,"Alt_d1_SAL_12T",NA,NA,NA,4460.7736227523,NA,111515.321709684,3.80521696319074,5.74776073184546,1250.11764705882,0.000279796,0.391711292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.1119301323952,2.20630102104265,14.1013986013986,67.6066866760042,32.3933133239958,NA,NA,NA,NA,NA,16.9086364174687,115.737010239364,6.20809094542387,-4.0365913228829,-0.734003830457148,-67.4497091345086,NA,"Oligohaline","Lab","Field","Waccamaw",NA,"Waccamaw","Waccamaw_Oligohaline",0.350847457627119
"Alt_d1_SAL_13T","Soil Field plots","Saltwater amended","0-5","Waccamaw_Oligohaline","Waccamaw","Saltwater amended",3974,6.71509200316394,"Alt_d1_SAL_13T",NA,NA,NA,2981.67848346017,NA,74328.3945776129,3.12308938109259,4.45917688098448,1366.45,0.00013442,0.373423047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.8354821466792,2.23965916924304,14.6609281437126,69.7857872024618,30.2142127975382,NA,NA,NA,NA,NA,-0.885549944539783,55.4493105600795,9.80505351036902,0.27976375505129,0.102279222276816,61.8544340334829,NA,"Oligohaline","Lab","Field","Waccamaw",NA,"Waccamaw","Waccamaw_Oligohaline",0.51048951048951
"Alt_d1_SAL_2T","Soil Field plots","Saltwater amended","0-5","Waccamaw_Oligohaline","Waccamaw","Saltwater amended",4595,6.94281665344392,"Alt_d1_SAL_2T",NA,NA,NA,2606.33514843149,NA,72270.5004303903,5.16147097783283,6.38030884621877,1035.38095238095,0.001143985,0.294268473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.6242930952609,2.02887070089575,14.6013706453455,66.1786383751661,33.8213616248339,NA,NA,NA,NA,NA,1.86605314849572,85.3654239613135,1.53203961099516,-1.82512544962032,-0.505379686544266,4.28971091078652,NA,"Oligohaline","Lab","Field","Waccamaw",NA,"Waccamaw","Waccamaw_Oligohaline",0.0912981455064194
"Alt_d1_SAL_6T","Soil Field plots","Saltwater amended","0-5","Waccamaw_Oligohaline","Waccamaw","Saltwater amended",4414,6.80164531739645,"Alt_d1_SAL_6T",NA,NA,NA,1507.21805944117,NA,87232.891804609,3.64051595707531,5.06967773621543,1284.04761904762,9.8959e-05,0.452738955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.1600942392218,2.30959682472683,13.4915730337079,69.8684977684046,30.1315022315954,NA,NA,NA,NA,NA,10.8857849030348,38.2750839974925,13.0023535680981,5.83507260535548,3.16463946574147,-30.8273013899374,NA,"Oligohaline","Lab","Field","Waccamaw",NA,"Waccamaw","Waccamaw_Oligohaline",0.22791519434629
"Alt_d1_SAL_8T","Soil Field plots","Saltwater amended","0-5","Waccamaw_Oligohaline","Waccamaw","Saltwater amended",4829,7.07240376996549,"Alt_d1_SAL_8T",NA,NA,NA,6485.98920471472,NA,138108.042497573,8.75078491779909,11.128067824435,1400.1,0.000155204,0.3856186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.8187365571224,2.17045833520035,14.1991836734694,69.023995408975,30.976004591025,NA,NA,NA,NA,NA,71.5004464575304,214.719223466809,7.93996181002709,-1.87841378391581,-0.234640568752695,-68.6753408233047,NA,"Oligohaline","Lab","Field","Waccamaw",NA,"Waccamaw","Waccamaw_Oligohaline",0.301452784503632
