"","Site","Detail","Depth","EstSalt","Estuary","Info","rich","shannon","sampleID","Salinity_ppt_all","Conductivity_uS_cm","CH4_pw_air_ppmv","CH4_ug_m2_h","N2O_ug_m2_h","CO2_ug_m2_h","NEE_mgC_m2_m","GEP_mgC_m2_m","PAR_uE_m2_s","CH4_pot_umol_gdw_h","CO2_pot_umol_gdw_h","Cl_mgL","SO4_mgL","NH4_mgL","NO3_mgL","pH","PO4_mgL","Fe_mgL","Acetate_mgL","TotalVFA_uM","SR_umol_cm3_d","AMG_umol_cm3_d","TOC_mgL","TN_mgL","Br_mgL","DIN_mgL","DON_mgL","DOC_mgL","DIC_mgL","Na_mgL","K_mgL","Ca_mgL","Mn_mgL","Mg_mgL","Cu_mgL","Zn_mgL","sed_pH","sed_NH4_mgL","sed_NO3_mgL","sed_PO4_mgL","sed_Cl_mgL","sed_SO4_mgL","sed_per_C","sed_per_N","sed_CN","sed_per_org","sed_per_inorg","sed_Bulk_dens","sed_Fe_mgL","sed_Mn_mgL","sed_Cu_mgL","sed_Zn_mgL","N2_umol_m2_h","SOD_umol_m2_h","NO3_umol_m2_h","NH4_umol_m2_h","SRP_umol_m2_h","DON_umol_m2_h","Porosity","Salt","Field","Exp","Estuary2","ExpEstSalt","Estuary3","Est3Salt","MG_MT"
"Alt_d2_Ctrl_10M","Soil Field plots","Control","5-15","Waccamaw_Freshwater","Waccamaw","Control",5789,7.37625079049167,"Alt_d2_Ctrl_10M",0,136.7,18.8,7191.57298616313,NA,161865.575970394,3.60096516571906,6.32952995195882,1380.72727272727,0.003188221,0.458142438,NA,NA,NA,NA,6.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3642301218931,2.27924246472235,14.6382978723404,69.3323930640457,30.6676069359543,NA,NA,NA,NA,NA,93.5156310420468,719.5136011568,5.40876593099161,10.4978018562103,-1.01075937308853,-66.5304853679115,NA,"Freshwater","Field","Field","Waccamaw",NA,"Waccamaw","Waccamaw_Freshwater",0.364118092354277
"Alt_d2_Ctrl_15M","Soil Field plots","Control","5-15","Waccamaw_Freshwater","Waccamaw","Control",6198,7.51593171282907,"Alt_d2_Ctrl_15M",0,173.1,131.1,7671.57859161967,NA,174289.806230604,3.08282204975337,6.10714582196474,1259.8,0.026403104,0.499560335,NA,NA,NA,NA,6.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.9074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.0800054548657,2.13796091416007,13.134012539185,59.8784069651293,40.1215930348707,NA,NA,NA,NA,NA,88.7972960205288,691.529172158297,11.670145210711,4.10320174075225,-0.469281137505389,-49.0785558861406,NA,"Freshwater","Field","Field","Waccamaw",NA,"Waccamaw","Waccamaw_Freshwater",0.153313550939664
"Alt_d2_Ctrl_3M","Soil Field plots","Control","5-15","Waccamaw_Freshwater","Waccamaw","Control",6329,7.47834213416013,"Alt_d2_Ctrl_3M",0.1,324.1,23.7,5181.31868013336,NA,95521.9557721805,4.45730602816074,6.15921298063169,998.075,0.002193537,0.233305198,NA,NA,NA,NA,6.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.3453134799479,1.77348664009082,14.8550955414013,57.4237865790263,42.5762134209737,NA,NA,NA,NA,NA,50.5682077732595,477.384474848792,12.6026910608819,0.346374172920644,-0.210574869393444,-0.959190017318679,NA,"Freshwater","Field","Field","Waccamaw",NA,"Waccamaw","Waccamaw_Freshwater",0.424493554327808
"Alt_d2_Ctrl_5M","Soil Field plots","Control","5-15","Waccamaw_Freshwater","Waccamaw","Control",5561,7.17791544898785,"Alt_d2_Ctrl_5M",0,137.9,8.5,2759.92454329085,NA,112040.791330498,3.20388311197979,5.07277461135278,871.571428571429,0.019638191,0.709024735,NA,NA,NA,NA,6.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.6743738295838,2.20670863889802,15.26,72.0195348540794,27.9804651459206,NA,NA,NA,NA,NA,101.736941035533,674.526654804698,4.47622008082064,-1.10573293663129,-0.270739117791571,-16.6925707180603,NA,"Freshwater","Field","Field","Waccamaw",NA,"Waccamaw","Waccamaw_Freshwater",0.546325878594249
"Alt_d2_Ctrl_9M","Soil Field plots","Control","5-15","Waccamaw_Freshwater","Waccamaw","Control",5182,7.1271462746778,"Alt_d2_Ctrl_9M",0.3,650.1,185.6,11870.792243265,NA,191351.26539456,5.94089256552426,9.03142565129727,1372.25,0.000140223,0.205204663,NA,NA,NA,NA,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.9049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.9418370242248,2.20845978756247,14.4633998790079,63.1867491883379,36.8132508116621,NA,NA,NA,NA,NA,81.3568577608072,580.496252209459,2.74434921621742,-3.47706381278032,-0.0601642483981271,14.0547981704339,NA,"Freshwater","Field","Field","Waccamaw",NA,"Waccamaw","Waccamaw_Freshwater",1
"Alt_d2_FW_11M","Soil Field plots","Freshwater amended","5-15","Waccamaw_Freshwater","Waccamaw","Freshwater amended",5433,7.21487936862566,"Alt_d2_FW_11M",0.1,284.1,10.5,11166.325073161,NA,245631.713982621,8.08071921417977,12.2758536481153,1318.10526315789,0.000645825,0.151985268,NA,NA,NA,NA,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2698966508499,2.10668289776639,14.3685111237878,62.0578993509135,37.9421006490865,NA,NA,NA,NA,NA,74.2353404770836,491.173238784439,2.11821128824548,-4.10320174075225,-1.11303859536535,-11.3370931213642,NA,"Freshwater","Lab","Field","Waccamaw",NA,"Waccamaw","Waccamaw_Freshwater",1.62571428571429
"Alt_d2_FW_14M","Soil Field plots","Freshwater amended","5-15","Waccamaw_Freshwater","Waccamaw","Freshwater amended",5607,7.15771988698525,"Alt_d2_FW_14M",0.1,225.6,6.4,8340.84034858992,NA,164685.680812918,7.99214405011036,10.7487601494711,1317.15384615385,0.000318494,0.141456868,NA,NA,NA,NA,6.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.4741717141029,1.58060954749577,15.4840085287846,53.4494910899926,46.5505089100074,NA,NA,NA,NA,NA,35.187363339665,351.951736135987,2.37133087614903,-0.0799325014432268,-0.15642704583513,-67.5696078866734,NA,"Freshwater","Lab","Field","Waccamaw",NA,"Waccamaw","Waccamaw_Freshwater",6.75862068965517
"Alt_d2_FW_1M","Soil Field plots","Freshwater amended","5-15","Waccamaw_Freshwater","Waccamaw","Freshwater amended",5371,7.12187497348482,"Alt_d2_FW_1M",0.1,321.3,4.9,3451.87119489991,NA,136440.776279682,5.21492559376412,7.48032597930729,1107.37916666667,0.340366523,0.760277685,NA,NA,NA,NA,7.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.4345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.622582952713,1.91868587290707,16.4826480535336,67.6822602078518,32.3177397921482,NA,NA,NA,NA,NA,28.7888943458033,290.600480071747,1.54536169456903,1.42546294240419,-0.312854091670259,14.347884009059,NA,"Freshwater","Lab","Field","Waccamaw",NA,"Waccamaw","Waccamaw_Freshwater",1.14285714285714
"Alt_d2_FW_4M","Soil Field plots","Freshwater amended","5-15","Waccamaw_Freshwater","Waccamaw","Freshwater amended",5565,7.23194777012989,"Alt_d2_FW_4M",0.1,333.4,4.5,14428.3420054145,NA,153676.930590297,7.03730378177734,9.7683838410735,1071.68421052632,0.002015825,0.287934135,NA,NA,NA,NA,6.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.3219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.4746152681944,2.26476230078939,14.3390832922622,68.8156008822049,31.1843991177951,NA,NA,NA,NA,NA,83.1827799170587,462.489760650768,4.74266175229806,-2.19814378968871,0.62570818334052,22.7674408277455,NA,"Freshwater","Lab","Field","Waccamaw",NA,"Waccamaw","Waccamaw_Freshwater",1.12745098039216
"Alt_d2_FW_7M","Soil Field plots","Freshwater amended","5-15","Waccamaw_Freshwater","Waccamaw","Freshwater amended",5359,7.19034553075911,"Alt_d2_FW_7M",0.1,362.8,168.9,3049.90643251844,NA,181301.996894178,5.16414039155167,8.36407853559362,1358.45,0.006258064,0.265902269,NA,NA,NA,NA,6.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.4078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.636578242523,1.96067418481464,14.0954465849387,60.5356723830211,39.4643276169789,NA,NA,NA,NA,NA,92.1972179491513,396.49015143051,5.80842843820774,0.706070429415159,0.379034764908199,34.7839602113771,NA,"Freshwater","Lab","Field","Waccamaw",NA,"Waccamaw","Waccamaw_Freshwater",0.765582655826558
"Alt_d2_SAL_12M","Soil Field plots","Saltwater amended","5-15","Waccamaw_Oligohaline","Waccamaw","Saltwater amended",3852,6.59473677972473,"Alt_d2_SAL_12M",0.6,1194,31.3,4460.7736227523,NA,111515.321709684,3.80521696319074,5.74776073184546,1250.11764705882,0.000162884,0.214435906,NA,NA,NA,NA,6.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.7264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.3552320383263,1.94409732527258,15.6140495867769,64.9925598227777,35.0074401772223,NA,NA,NA,NA,NA,16.9086364174687,115.737010239364,6.20809094542387,-4.0365913228829,-0.734003830457148,-67.4497091345086,NA,"Oligohaline","Lab","Field","Waccamaw",NA,"Waccamaw","Waccamaw_Oligohaline",0.489835430784124
"Alt_d2_SAL_13M","Soil Field plots","Saltwater amended","5-15","Waccamaw_Oligohaline","Waccamaw","Saltwater amended",5203,7.14094501746753,"Alt_d2_SAL_13M",2,3846,78,2981.67848346017,NA,74328.3945776129,3.12308938109259,4.45917688098448,1366.45,0.000980333,0.318934097,NA,NA,NA,NA,6.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.3536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.9814883788482,1.70101963833143,15.8619499568594,59.4538429482757,40.5461570517243,NA,NA,NA,NA,NA,-0.885549944539783,55.4493105600795,9.80505351036902,0.27976375505129,0.102279222276816,61.8544340334829,NA,"Oligohaline","Lab","Field","Waccamaw",NA,"Waccamaw","Waccamaw_Oligohaline",0.724786324786325
"Alt_d2_SAL_2M","Soil Field plots","Saltwater amended","5-15","Waccamaw_Oligohaline","Waccamaw","Saltwater amended",4933,7.11214161831159,"Alt_d2_SAL_2M",1.7,3242,6.1,2606.33514843149,NA,72270.5004303903,5.16147097783283,6.38030884621877,1035.38095238095,0.002214207,0.46194729,NA,NA,NA,NA,7.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.3486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.9973198434082,1.62094925702175,16.6552529182879,60.9849849607529,39.0150150392471,NA,NA,NA,NA,NA,1.86605314849572,85.3654239613135,1.53203961099516,-1.82512544962032,-0.505379686544266,4.28971091078652,NA,"Oligohaline","Lab","Field","Waccamaw",NA,"Waccamaw","Waccamaw_Oligohaline",0.142206016408387
"Alt_d2_SAL_6M","Soil Field plots","Saltwater amended","5-15","Waccamaw_Oligohaline","Waccamaw","Saltwater amended",5176,7.04115890580207,"Alt_d2_SAL_6M",1.7,3329,53.9,1507.21805944117,NA,87232.891804609,3.64051595707531,5.06967773621543,1284.04761904762,6.27849e-05,0.101738117,NA,NA,NA,NA,7.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.4375208874921,1.87310705398966,15.7158774373259,64.1099311115005,35.8900688884995,NA,NA,NA,NA,NA,10.8857849030348,38.2750839974925,13.0023535680981,5.83507260535548,3.16463946574147,-30.8273013899374,NA,"Oligohaline","Lab","Field","Waccamaw",NA,"Waccamaw","Waccamaw_Oligohaline",1.56166982922201
"Alt_d2_SAL_8M","Soil Field plots","Saltwater amended","5-15","Waccamaw_Oligohaline","Waccamaw","Saltwater amended",4214,6.74086265766555,"Alt_d2_SAL_8M",2.5,4684,46.6,6485.98920471472,NA,138108.042497573,8.75078491779909,11.128067824435,1400.1,0.000688294,0.282930019,NA,NA,NA,NA,6.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.1694305726318,1.80025913516444,17.8693333333333,69.7838409777991,30.2161590222009,NA,NA,NA,NA,NA,71.5004464575304,214.719223466809,7.93996181002709,-1.87841378391581,-0.234640568752695,-68.6753408233047,NA,"Oligohaline","Lab","Field","Waccamaw",NA,"Waccamaw","Waccamaw_Oligohaline",0.938331318016929
"TL_inc_d1_ASW_3","Soil Incubation","5ppt ASW","0-5","Alligator_Oligohaline","Alligator","5ppt ASW",2446,5.64444730380545,"TL_inc_d1_ASW_3",2.96995337,NA,NA,13983.15164,21.99108495,21283.80392,NA,NA,NA,NA,NA,2969.95337,29.6188181,19.7906,5e-04,5.32,0.007008,NA,NA,NA,NA,NA,38.14,17.32,3.48502454,19.7911,-2.4711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.0630493164062,0.577058911323547,24.3702142717996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oligohaline","Lab","Lab","Alligator",NA,"Alligator","Alligator_Oligohaline",59.1707317073171
"TL_inc_d1_ASW_4","Soil Incubation","5ppt ASW","0-5","Alligator_Oligohaline","Alligator","5ppt ASW",1875,5.18598157115037,"TL_inc_d1_ASW_4",3.60151364,NA,NA,56407.29959,23.88783275,75118.94333,NA,NA,NA,NA,NA,3601.51364,180.910734,20.179121,5e-04,4.85,0.00480873,NA,NA,NA,NA,NA,27.67,15.84,2.32535314,20.179621,-4.339621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8467178344727,0.54697972536087,25.3148648706079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oligohaline","Lab","Lab","Alligator",NA,"Alligator","Alligator_Oligohaline",2.2
"TL_inc_d1_ASW_5","Soil Incubation","5ppt ASW","0-5","Alligator_Oligohaline","Alligator","5ppt ASW",1155,3.6913624345021,"TL_inc_d1_ASW_5",1.80017623,NA,NA,1.789951,86.10041354,63893.32825,NA,NA,NA,NA,NA,1800.17623,261.932677,2.50545188,135.051755,3.85,0.0025,NA,NA,NA,NA,NA,43.63464,157.82,0.005,137.557207,20.2627927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5951061248779,0.696638166904449,25.2571664327017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oligohaline","Lab","Lab","Alligator",NA,"Alligator","Alligator_Oligohaline",5.06666666666667
"TL_inc_d1_DI_ctrl_2","Soil Incubation","DI_ctrl","0-5","Alligator_Freshwater","Alligator","DI_ctrl",2173,5.59879455847777,"TL_inc_d1_DI_ctrl_2",0.458044018,NA,NA,27663.04801,16.66589724,65521.81769,NA,NA,NA,NA,NA,458.044018,3.13658197,6.289484,5e-04,4.19,0.0025,NA,NA,NA,NA,NA,19.64,6.27,1.75333604,6.289984,-0.019984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.3406009674072,0.674808204174042,25.6970808299996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","Lab","Lab","Alligator",NA,"Alligator","Alligator_Freshwater",0.414285714285714
"TL_inc_d1_DI_ctrl_3","Soil Incubation","DI_ctrl","0-5","Alligator_Freshwater","Alligator","DI_ctrl",3243,6.28366633723778,"TL_inc_d1_DI_ctrl_3",0.00576702054,NA,NA,770.897167,563.7642806,297282.877,NA,NA,NA,NA,NA,5.76702054,0.2286145,3.40782679,0.00910331,4.14,0.00278555,NA,NA,NA,NA,NA,110.4,5.819,0.08269281,3.4169301,2.4020699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1042251586914,0.649638891220093,24.7895028705038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","Lab","Lab","Alligator",NA,"Alligator","Alligator_Freshwater",0.0805687203791469
"TL_inc_d1_DI_ctrl_4","Soil Incubation","DI_ctrl","0-5","Alligator_Freshwater","Alligator","DI_ctrl",2631,6.02573288231736,"TL_inc_d1_DI_ctrl_4",0.00181170675,NA,NA,-1163.750626,1214.36367,574594.2542,NA,NA,NA,NA,NA,1.81170675,2.8725038,1.42648625,1.21201877,3.96,0.00383527,NA,NA,NA,NA,NA,41.7,3.957,0.005,2.63850502,1.31849498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3424024581909,0.5949587225914,25.7873393155169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","Lab","Lab","Alligator",NA,"Alligator","Alligator_Freshwater",0.0566037735849057
"TL_inc_d1_DI_ctrl_5","Soil Incubation","DI_ctrl","0-5","Alligator_Freshwater","Alligator","DI_ctrl",2484,5.8399693901771,"TL_inc_d1_DI_ctrl_5",0.00246342477,NA,NA,3.497878,1313.523272,412676.774,NA,NA,NA,NA,NA,2.46342477,24.9629087,0.0025,50.7249048,4.075,0.0025,NA,NA,NA,NA,NA,25.36,68.49,0.02611411,50.7274048,17.7625952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4685754776001,0.504930078983307,26.674139723899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","Lab","Lab","Alligator",NA,"Alligator","Alligator_Freshwater",0.104166666666667
"TL_inc_d2_ASW_1","Soil Incubation","5ppt ASW","5-15","Alligator_Oligohaline","Alligator","5ppt ASW",1587,5.1559075026994,"TL_inc_d2_ASW_1",3.05555336,NA,NA,45285.15172,23.19548691,74787.53747,NA,NA,NA,NA,NA,3055.55336,135.562653,56.72608,5e-04,4.03,0.00603071,NA,NA,NA,NA,NA,28.2,30.93,2.70164923,56.72658,-25.79658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.3015689849854,0.698792397975922,29.0523609641284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oligohaline","Lab","Lab","Alligator",NA,"Alligator","Alligator_Oligohaline",14.9111111111111
"TL_inc_d2_ASW_3","Soil Incubation","5ppt ASW","5-15","Alligator_Oligohaline","Alligator","5ppt ASW",1255,4.91196592568349,"TL_inc_d2_ASW_3",2.71397261,NA,NA,13983.15164,21.99108495,21283.80392,NA,NA,NA,NA,NA,2713.97261,10.115738,7.977929,5e-04,4.2,0.00490213,NA,NA,NA,NA,NA,24.38,6.885,2.97101751,7.978429,-1.093429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.98373508453369,0.261178702116013,30.5680938753858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oligohaline","Lab","Lab","Alligator",NA,"Alligator","Alligator_Oligohaline",4.31428571428571
"TL_inc_d2_ASW_4","Soil Incubation","5ppt ASW","5-15","Alligator_Oligohaline","Alligator","5ppt ASW",1918,5.24157421804265,"TL_inc_d2_ASW_4",2.4244659,NA,NA,56407.29959,23.88783275,75118.94333,NA,NA,NA,NA,NA,2424.4659,55.86895,26.47428,5e-04,4.04,0.00644906,NA,NA,NA,NA,NA,31.36098,21.3,2.49460949,26.47478,-5.17478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7689609527588,0.524258732795715,31.986040296048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oligohaline","Lab","Lab","Alligator",NA,"Alligator","Alligator_Oligohaline",2.11111111111111
"TL_inc_d2_ASW_5","Soil Incubation","5ppt ASW","5-15","Alligator_Oligohaline","Alligator","5ppt ASW",1279,4.99937155786892,"TL_inc_d2_ASW_5",1.59930913,NA,NA,1.789951,86.10041354,63893.32825,NA,NA,NA,NA,NA,1599.30913,168.252726,8.97692188,82.2118324,4.55,0.01648335,NA,NA,NA,NA,NA,33.24468,97.76,0.005,91.1887542,6.57124576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.09061527252197,0.310946494340897,29.235303944465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oligohaline","Lab","Lab","Alligator",NA,"Alligator","Alligator_Oligohaline",11.5
"TL_inc_d2_DI_ctrl_1","Soil Incubation","DI_ctrl","5-15","Alligator_Freshwater","Alligator","DI_ctrl",1760,5.2072016098172,"TL_inc_d2_DI_ctrl_1",0.00117775552,NA,NA,0.163249,522.7278938,58655.45702,NA,NA,NA,NA,NA,1.17775552,1.25046917,0.1413217,0.20842691,3.71,0.0026518,NA,NA,NA,NA,NA,43.95,1.947,0.005,0.34974861,1.59725139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7013530731201,0.465913832187653,29.4074829433304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","Lab","Lab","Alligator",NA,"Alligator","Alligator_Freshwater",0.171875
"TL_inc_d2_DI_ctrl_3","Soil Incubation","DI_ctrl","5-15","Alligator_Freshwater","Alligator","DI_ctrl",1946,5.46021144001984,"TL_inc_d2_DI_ctrl_3",0.00401132081,NA,NA,770.897167,563.7642806,297282.877,NA,NA,NA,NA,NA,4.01132081,0.22321913,2.2913804,5e-04,3.71,0.00252157,NA,NA,NA,NA,NA,79.19,4.228,0.14647805,2.2918804,1.9361196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4703636169434,0.595917046070099,27.6386851585479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","Lab","Lab","Alligator",NA,"Alligator","Alligator_Freshwater",2.61702127659574
"TL_inc_d2_DI_ctrl_4","Soil Incubation","DI_ctrl","5-15","Alligator_Freshwater","Alligator","DI_ctrl",1716,5.24251132054899,"TL_inc_d2_DI_ctrl_4",0.00237588532,NA,NA,-1163.750626,1214.36367,574594.2542,NA,NA,NA,NA,NA,2.37588532,6.3002217,1.68479271,1.58637061,3.68,0.00365863,NA,NA,NA,NA,NA,24.01,4.075,0.03812011,3.27116332,0.80383668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2415866851807,0.372171849012375,30.2053653843305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","Lab","Lab","Alligator",NA,"Alligator","Alligator_Freshwater",0.14
"TL_inc_d2_DI_ctrl_5","Soil Incubation","DI_ctrl","5-15","Alligator_Freshwater","Alligator","DI_ctrl",1700,4.94501174870791,"TL_inc_d2_DI_ctrl_5",0.00321997322,NA,NA,3.497878,1313.523272,412676.774,NA,NA,NA,NA,NA,3.21997322,18.6545793,0.0265396,36.4016317,3.7,0.0025,NA,NA,NA,NA,NA,18.4,47.28,0.03705312,36.4281713,10.8518287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8196439743042,0.52821159362793,28.0562641052955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","Lab","Lab","Alligator",NA,"Alligator","Alligator_Freshwater",0.0416666666666667
"Browns_ThreeSqA_D1","Browns","Three-square","0-5","SF_Oligohaline","SF","Browns",4690,7.07311133443276,"Browns_ThreeSqA_D1",4.865336514,NA,NA,2.967183697,NA,11354.77446,NA,NA,NA,NA,NA,55851.5459,61.612,NA,NA,6.25,NA,429.71,NA,NA,NA,NA,NA,0.599,NA,NA,NA,10.51,NA,740570.67,11945.29,72503.11,1572.14,100411.18,11.7,100411.18,6.25,16.38,0.43,23.5,3154.341,175.1,8.18,0.599,15.7502575894189,NA,NA,0.356835811382249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oligohaline","Field","Obs","SF","Obs_SF_Oligohaline","SF","SF_Oligohaline",0.0134529147982063
